p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,label
0.43434036,0.59593654,8.586148e-07,0.4698831,0.49631852,0.072913185,0.5448725,0.45730555,0.07781607,0.60328263,0.4590626,0.07800975,0.6538473,0.46698287,0.0721903,0.5680079,0.41556576,-0.049733397,0.68754154,0.40948462,-0.04102466,0.7482432,0.40841082,-0.034556616,0.80056316,0.40065032,-0.033779617,0.5959502,0.4690354,-0.07697166,0.71985674,0.46353358,-0.04823359,0.7901708,0.46681693,-0.03598798,0.84599495,0.45907763,-0.040761873,0.61775106,0.5306886,-0.0850274,0.6588902,0.55190563,-0.017175654,0.61016494,0.57447934,0.014910277,0.57397157,0.5826029,0.01343464,0.6365612,0.58724916,-0.08845155,0.6493221,0.61752605,-0.024763627,0.60621274,0.63002956,0.0069498885,0.5792529,0.6347213,0.01622598,7
0.39709592,0.65544814,1.2882412e-06,0.44089362,0.5862186,-0.0009624808,0.5116685,0.52663493,-0.026296666,0.58789396,0.5145038,-0.056841265,0.63962257,0.5058993,-0.08665347,0.4957759,0.42718405,-0.049198903,0.6064013,0.40183163,-0.091986924,0.6727734,0.38441,-0.11949041,0.7260577,0.36546522,-0.13760902,0.48718378,0.46022433,-0.076136604,0.6276957,0.4383592,-0.12408254,0.709934,0.4251861,-0.14654724,0.7788745,0.40450364,-0.16085847,0.4833631,0.5132938,-0.100851394,0.6235041,0.54688126,-0.14251126,0.5954989,0.5807352,-0.13278571,0.5563318,0.58382976,-0.11947059,0.48171827,0.5755852,-0.12641233,0.5941947,0.60620403,-0.15159826,0.5742489,0.6259325,-0.13768153,0.53861624,0.61994505,-0.123268135,7
0.37355888,0.6308557,3.8218678e-07,0.3964647,0.51457345,0.06938624,0.4636441,0.45938545,0.11214657,0.52079254,0.46434197,0.14331776,0.5652742,0.49158147,0.17185216,0.5094767,0.41758937,0.08749435,0.627673,0.41231203,0.14035,0.6800832,0.41975865,0.1762764,0.7208041,0.42038712,0.19810066,0.55750257,0.4624076,0.069510795,0.65586925,0.47042197,0.13057713,0.715593,0.47270977,0.14961195,0.7594535,0.46905056,0.15436435,0.58584654,0.52506256,0.057576466,0.592666,0.56048965,0.114244185,0.5403051,0.58871645,0.108843766,0.5014828,0.59827363,0.09454545,0.6075337,0.5860927,0.05094356,0.5927569,0.61908996,0.09180136,0.55132455,0.63593805,0.09048987,0.5194999,0.64143974,0.08356847,7
0.4298901,0.5994016,1.10726866e-07,0.44771817,0.51035374,0.10518503,0.5005537,0.46165562,0.15773626,0.5481758,0.45671263,0.19825585,0.59152216,0.4641255,0.23467948,0.5458551,0.42180216,0.09829067,0.6217506,0.41652748,0.1774177,0.6596183,0.4159903,0.2312915,0.6835766,0.41170642,0.26253888,0.5754413,0.4710806,0.071445815,0.65129423,0.4628644,0.16694212,0.6913174,0.46508268,0.21173625,0.7197406,0.4568051,0.22831601,0.59919065,0.52570856,0.055711053,0.6145442,0.5263303,0.15307428,0.5666575,0.5513574,0.16607705,0.535577,0.5667846,0.15097848,0.6193607,0.57618546,0.047574088,0.6036909,0.5849586,0.118321545,0.56200486,0.59683263,0.12562637,0.53606015,0.6061546,0.11520486,7
0.36161146,0.6403794,1.0183486e-06,0.37862116,0.51270187,0.049541444,0.45768404,0.4480971,0.06665839,0.53328097,0.45987588,0.07321484,0.58783215,0.4946376,0.076854385,0.51964545,0.40214193,0.02581575,0.6639258,0.38830173,0.037012003,0.7391138,0.38451743,0.04400702,0.79910743,0.37955138,0.047387365,0.5702668,0.456953,0.00026157065,0.70332956,0.44780132,0.018479692,0.7872234,0.44138974,0.019391404,0.85089946,0.4334308,0.015865615,0.600116,0.527895,-0.017384946,0.6327231,0.56404513,0.011441248,0.58272505,0.5913578,0.023694312,0.5363329,0.60277045,0.027166365,0.61475766,0.6019619,-0.03293959,0.6172027,0.63488996,-0.006765218,0.5765035,0.65296817,0.011173473,0.540709,0.65931636,0.023259733,7
0.60453826,0.6484103,-3.1369134e-07,0.5730283,0.5315362,0.10066821,0.49932387,0.47519097,0.14789505,0.43380216,0.47278953,0.18691869,0.37091842,0.4858529,0.22022055,0.46025777,0.41117033,0.061573446,0.35877812,0.40932423,0.14780155,0.3064637,0.4153875,0.21387242,0.2636102,0.41916972,0.25422794,0.43396202,0.46883237,0.037299592,0.32611397,0.46337944,0.14931072,0.27459407,0.47473386,0.20719366,0.22283256,0.47534478,0.22881745,0.4120171,0.5320216,0.02638805,0.3693245,0.5565784,0.13587068,0.43788654,0.58773065,0.1410911,0.4806865,0.5915869,0.11520527,0.37831506,0.5911801,0.023864625,0.38806266,0.61462235,0.101027705,0.4390898,0.6308779,0.10144395,0.47350663,0.6312362,0.08252453,7
0.39023614,0.61524856,1.3759899e-06,0.41910928,0.5264952,0.006625413,0.49814564,0.47842848,-0.012751519,0.58899236,0.48778215,-0.035275713,0.6453859,0.51277024,-0.058979303,0.5281762,0.41697702,-0.05428756,0.6665114,0.40650314,-0.08449594,0.74407184,0.3972423,-0.10033815,0.8055469,0.38524878,-0.10970277,0.54881626,0.45994413,-0.07768822,0.7014302,0.44603747,-0.10523983,0.79227924,0.44085577,-0.11706511,0.86373675,0.43135026,-0.12451289,0.560027,0.5180979,-0.0953954,0.663177,0.56006074,-0.11246593,0.6220307,0.5781955,-0.098316,0.579468,0.57437325,-0.08515614,0.5613948,0.5798796,-0.11333261,0.62775576,0.61818737,-0.116787635,0.59271264,0.6285243,-0.095995806,0.557591,0.6190719,-0.078184254,7
0.33271697,0.6227281,1.1965402e-06,0.362701,0.53200704,0.036054883,0.43663403,0.48720518,0.022417087,0.509882,0.4862358,0.0018777421,0.5655317,0.4972241,-0.020311238,0.4577081,0.4265872,-0.051902167,0.58528626,0.4115898,-0.07104158,0.6526306,0.40366963,-0.078238,0.7085519,0.39357296,-0.08379544,0.47780016,0.46586463,-0.08456765,0.6189247,0.45166728,-0.10695993,0.70283514,0.4441112,-0.11502016,0.7662421,0.43793708,-0.12314093,0.4892264,0.5188429,-0.10569657,0.5835721,0.55352867,-0.097433254,0.54560107,0.5717027,-0.06431191,0.50560105,0.571118,-0.04710763,0.49441898,0.57546073,-0.1260069,0.5513649,0.6072675,-0.103650816,0.5204376,0.6185064,-0.069061056,0.48682144,0.613883,-0.04720243,7
0.63023996,0.631498,3.2036263e-07,0.6085845,0.5436773,0.009630754,0.5287351,0.4742643,-0.002608736,0.4267137,0.46189094,-0.018093416,0.36136627,0.47420117,-0.036069077,0.49763733,0.4085461,-0.048048157,0.34634158,0.3948874,-0.07724788,0.2620613,0.38855988,-0.09351268,0.19388726,0.38288257,-0.10618239,0.48511505,0.4529937,-0.073222674,0.30500567,0.45043236,-0.10784054,0.20434648,0.43811408,-0.12880243,0.13649273,0.4272966,-0.14526497,0.47154,0.5175129,-0.09255609,0.33368167,0.56202114,-0.11179858,0.37642232,0.587962,-0.093967415,0.42055237,0.58395207,-0.080358416,0.46042064,0.58644193,-0.11223996,0.3759125,0.626536,-0.1261905,0.4184823,0.6405428,-0.111586586,0.4564063,0.62762666,-0.09802094,7
0.5974018,0.61963856,2.8764129e-07,0.578602,0.51134115,0.059922364,0.5086443,0.45929265,0.08485547,0.43053576,0.46183118,0.10082528,0.3828763,0.4869117,0.11562598,0.45601618,0.4161869,0.038360342,0.33656523,0.40732688,0.070526496,0.2764242,0.40557998,0.097055405,0.23223151,0.39982975,0.11384731,0.4234455,0.46701375,0.018740814,0.3030426,0.45333734,0.04425782,0.23683372,0.44158155,0.058386203,0.19414859,0.4341248,0.0673005,0.40346855,0.5288122,0.008661425,0.3620392,0.5502905,0.052402835,0.4042385,0.5723845,0.071124285,0.4342441,0.57880044,0.078625284,0.38852745,0.594753,0.0024681548,0.37259194,0.6017687,0.050715227,0.41048396,0.6200532,0.07314234,0.44098893,0.6225105,0.085145734,7
0.6155914,0.64201987,1.756841e-07,0.58505356,0.5607079,0.008390856,0.512517,0.50198716,-0.018942112,0.4277509,0.49417025,-0.04917861,0.36927205,0.49300325,-0.083785444,0.5094897,0.42298645,-0.0800392,0.38392442,0.39976335,-0.11836979,0.31110278,0.3870319,-0.14241219,0.25359762,0.37147534,-0.16186208,0.51928777,0.46075955,-0.109031364,0.35847658,0.44794464,-0.14748456,0.26685578,0.43184716,-0.16628024,0.20227185,0.4164439,-0.18546109,0.51962674,0.5182568,-0.13124682,0.36963236,0.55400515,-0.14721029,0.39743674,0.58209765,-0.126082,0.44017032,0.5774755,-0.11734122,0.5147075,0.57742405,-0.15394875,0.40721452,0.6170088,-0.16486348,0.43348104,0.63052785,-0.1481281,0.47352913,0.61619914,-0.13806501,7
0.6177128,0.63858867,1.7303752e-07,0.563884,0.54344904,0.11531754,0.4820487,0.49561355,0.14822976,0.40903524,0.49764872,0.1633208,0.3515166,0.51443297,0.17390794,0.45509538,0.41790637,0.05141916,0.32527825,0.4127546,0.10149814,0.26112932,0.41592157,0.13783385,0.20556274,0.41680527,0.15547724,0.43582422,0.4599151,0.003889976,0.2920749,0.45567062,0.050898094,0.21795069,0.4557156,0.0703187,0.15606636,0.4521159,0.07177482,0.41864792,0.52155256,-0.025978912,0.349656,0.563941,0.04828113,0.40937564,0.592142,0.06989995,0.44678587,0.58648884,0.06299606,0.39363688,0.5855607,-0.047616977,0.37852284,0.62253606,0.02332923,0.42801517,0.64072144,0.04504798,0.46137083,0.6305937,0.044843473,7
0.41345233,0.6219794,9.0918263e-07,0.44136795,0.51542723,0.05768714,0.4961726,0.46948665,0.072261274,0.5628093,0.4693965,0.07587058,0.6092726,0.49217334,0.08110562,0.5499161,0.41678923,0.026685724,0.67704165,0.40411168,0.03464989,0.7411343,0.40166396,0.044412386,0.79275787,0.39856893,0.051152248,0.58745813,0.46446213,-0.0022681656,0.7145564,0.4562601,-0.0049507758,0.7929944,0.44914144,-0.009051191,0.8474816,0.44512257,-0.011203043,0.6064502,0.5217524,-0.021347579,0.66668344,0.56076247,0.004289111,0.6321159,0.5795936,0.033900306,0.5998839,0.58303267,0.05172768,0.61258364,0.58264315,-0.038026962,0.64271075,0.6126829,0.0052482765,0.6111355,0.62594604,0.042177737,0.5817304,0.624452,0.06692904,7
0.68696153,0.6517446,2.2576629e-07,0.6393616,0.5382159,0.08552028,0.54423106,0.48507342,0.10004565,0.45119053,0.5026178,0.10021881,0.3831131,0.53703034,0.093802445,0.52433026,0.40662724,0.013016066,0.3653802,0.39307588,0.04197963,0.2902296,0.39323944,0.05843376,0.22376648,0.3854785,0.06209048,0.50038654,0.46067256,-0.026270704,0.3281467,0.44617188,0.0039237104,0.24075449,0.43915045,0.0085740145,0.17384833,0.436134,-0.001490098,0.47808427,0.53586453,-0.049027577,0.3880616,0.5629394,0.01353102,0.4483092,0.5900503,0.032494072,0.49374795,0.58732945,0.0237357,0.45246437,0.60503936,-0.06599609,0.42060143,0.6279192,-0.008142277,0.47127506,0.6494588,0.013348803,0.5093731,0.6404426,0.014381672,7
0.39740285,0.60954946,1.2479326e-06,0.42626297,0.5284135,0.012799367,0.50339127,0.4872556,0.00074921694,0.5948987,0.49488154,-0.014606007,0.6542534,0.5116818,-0.030734733,0.5216215,0.41976452,-0.038077462,0.6551955,0.40762112,-0.0580684,0.7266295,0.40233445,-0.0682834,0.78243065,0.39264536,-0.07443704,0.55012846,0.46158132,-0.060106065,0.69273293,0.44943294,-0.079486854,0.77691257,0.4434389,-0.09106161,0.8396913,0.43592626,-0.09950965,0.56750816,0.5172072,-0.07570709,0.6512159,0.55531985,-0.082083866,0.6122273,0.57481027,-0.06571772,0.57355624,0.5762748,-0.053716578,0.5744403,0.57598984,-0.09133694,0.6197249,0.6113549,-0.08572913,0.58629376,0.6244821,-0.062290587,0.555978,0.6211947,-0.044144608,7
0.3328628,0.61619973,1.209109e-06,0.3534289,0.51925004,0.023264725,0.42331916,0.4676937,0.01964925,0.49905235,0.4751983,0.009705352,0.54781955,0.5050569,-0.001486665,0.46521196,0.420107,-0.017155891,0.59502876,0.4100636,-0.029320767,0.66587776,0.40557328,-0.034652807,0.72096115,0.40007955,-0.037664186,0.499111,0.46317425,-0.04017259,0.634375,0.4558716,-0.049837496,0.716761,0.4513481,-0.05793414,0.77668685,0.44569126,-0.06387026,0.51710486,0.51984066,-0.05684457,0.58920044,0.55988866,-0.052896004,0.55574924,0.5810024,-0.03858281,0.5200533,0.5838015,-0.028537428,0.5222528,0.57871395,-0.07313572,0.55794585,0.61726284,-0.059961803,0.52686363,0.6295768,-0.038480517,0.49508953,0.6261997,-0.021625027,7
0.6599614,0.6374278,1.5774245e-07,0.62659603,0.5280156,0.09430839,0.5424602,0.47959167,0.12739132,0.4521943,0.48532304,0.14571294,0.39573902,0.51492536,0.16101488,0.5023495,0.41459617,0.052329052,0.34997457,0.40350884,0.08549823,0.26946163,0.4055401,0.11148366,0.20835206,0.4018281,0.12424399,0.4753434,0.4577962,0.015460511,0.30830663,0.45400175,0.038482,0.22193094,0.45302644,0.0473101,0.15958971,0.4480617,0.048686862,0.4531487,0.5221775,-0.0068892236,0.37184244,0.5664382,0.04324566,0.42353967,0.5955189,0.066217385,0.4628508,0.5916189,0.0711674,0.42875713,0.59294415,-0.022698188,0.39822316,0.6303866,0.024024094,0.44664928,0.65005684,0.04272993,0.48277014,0.6400623,0.04994115,7
0.38994634,0.6440614,1.0612384e-06,0.4284457,0.5300986,0.0854999,0.50373834,0.4823342,0.097600795,0.5767885,0.4852238,0.096214585,0.6347248,0.5006004,0.09193868,0.53659916,0.41557997,0.0041891863,0.68292606,0.40671438,0.013400452,0.7555382,0.39975828,0.02239531,0.8162265,0.390898,0.025953569,0.5685393,0.45784277,-0.040790554,0.71941286,0.45090705,-0.029781416,0.80701786,0.4478881,-0.027125483,0.8733503,0.44553673,-0.032414023,0.5888436,0.5175532,-0.069627926,0.6725653,0.5642931,-0.022455193,0.6305964,0.58934295,0.011768649,0.5925562,0.59328866,0.020831903,0.5994539,0.58078086,-0.093987405,0.637936,0.625812,-0.038266364,0.60035795,0.6385242,0.00028794794,0.56953454,0.6352232,0.019358367,7
0.661026,0.6398586,-1.06584395e-08,0.6104735,0.5446575,0.07372947,0.5377402,0.49987507,0.06779128,0.45957205,0.50501,0.04780529,0.39781007,0.5179988,0.021153001,0.52114046,0.42240474,-0.035208188,0.3921536,0.40239477,-0.03723704,0.31974554,0.39737427,-0.036911648,0.25795537,0.3875706,-0.04402903,0.5186275,0.46592507,-0.08151213,0.36133307,0.4512663,-0.08495216,0.275204,0.44662514,-0.08776117,0.20754123,0.4400443,-0.10258381,0.51065606,0.52697915,-0.11107204,0.3941527,0.5543028,-0.071902394,0.43838996,0.5794486,-0.033259053,0.48047546,0.57690775,-0.027834622,0.50076056,0.5848799,-0.13692595,0.43153834,0.6170976,-0.09781392,0.46824455,0.63127893,-0.064821646,0.5030039,0.62151515,-0.0532617,7
0.67026025,0.6146972,2.3351984e-07,0.63731563,0.52382976,0.059438467,0.568777,0.4784238,0.061348073,0.49627075,0.47326472,0.054285098,0.435605,0.4821267,0.043883957,0.54416186,0.4223914,-0.026431246,0.41538513,0.41252112,-0.027716128,0.3488312,0.41047645,-0.027386643,0.28988603,0.40497532,-0.031814773,0.5317263,0.4657004,-0.061502825,0.3878179,0.4530143,-0.07410187,0.3043593,0.44632357,-0.08371783,0.24582162,0.4449623,-0.09684403,0.5172452,0.5239118,-0.0820452,0.41843802,0.54388976,-0.057924587,0.45836055,0.56711787,-0.028579988,0.49648362,0.56468356,-0.020004183,0.5053087,0.5773843,-0.09898027,0.45363075,0.5982669,-0.06896235,0.49032986,0.6136596,-0.041505706,0.5202298,0.60507494,-0.028213795,7
0.57853675,0.6060531,-1.273662e-07,0.57827705,0.5036131,0.06873627,0.5187152,0.45633987,0.117624566,0.45774508,0.45910472,0.15696402,0.41530746,0.48872596,0.19094983,0.47424218,0.41818005,0.10730469,0.3921641,0.42157683,0.17557007,0.35194498,0.43290326,0.2257937,0.32586244,0.4405944,0.2580906,0.43301207,0.46506137,0.092255406,0.35357502,0.47140956,0.16898383,0.3156304,0.47839746,0.20337826,0.2915587,0.481684,0.2211097,0.40815353,0.51994056,0.08140089,0.37950587,0.5465528,0.138966,0.4257013,0.5736146,0.13061152,0.45975566,0.58178896,0.1167367,0.38607642,0.58135206,0.07699483,0.38918024,0.5970192,0.109915644,0.42761132,0.61195815,0.101970926,0.45631889,0.61749506,0.09228236,7
0.39935607,0.6415076,3.0234094e-07,0.42725438,0.5272203,0.13505894,0.50501215,0.4690757,0.1898863,0.5695707,0.45942393,0.22579445,0.62781817,0.47088718,0.2564008,0.55828035,0.40951237,0.09664073,0.6834786,0.40350932,0.1682324,0.7399434,0.40800646,0.21424617,0.7867484,0.40387005,0.23873389,0.59579664,0.46525764,0.05031101,0.71684146,0.46570888,0.13997085,0.78107005,0.4711679,0.17345737,0.8309243,0.46201858,0.17836355,0.6211099,0.5328894,0.020483818,0.64703196,0.5561115,0.12328686,0.58288646,0.58704877,0.13786002,0.53967255,0.59735245,0.11923468,0.6449939,0.59456444,0.00035020817,0.6385801,0.62329984,0.08347319,0.58568144,0.6419685,0.09942623,0.5504964,0.6480726,0.09257291,7
0.3492871,0.61963946,7.7473317e-07,0.3861765,0.5196581,0.07658939,0.4569541,0.47133917,0.080592245,0.51844007,0.46006468,0.07418778,0.577008,0.45699126,0.06267841,0.47784173,0.41808632,-0.0249908,0.6078384,0.40919775,-0.015226963,0.67023593,0.4067304,-0.00748872,0.7258273,0.39723906,-0.0057401625,0.50405943,0.466512,-0.0639559,0.6303855,0.4553006,-0.042151183,0.7061511,0.4501648,-0.031914182,0.76560503,0.43950453,-0.03663612,0.52440614,0.5234965,-0.08596533,0.5720211,0.538725,-0.028030358,0.5243098,0.56129193,0.008959822,0.48286054,0.57081276,0.012964508,0.5393884,0.5802687,-0.1043521,0.55527514,0.59357643,-0.044606324,0.5161356,0.60733414,-0.0053778435,0.48657387,0.61356485,0.009881421,7
0.65844786,0.64961964,2.3221091e-07,0.6136044,0.52063733,0.1007238,0.5347104,0.456877,0.12626983,0.45788348,0.44965902,0.13961545,0.39014652,0.46432552,0.14859135,0.48639292,0.39808568,0.011973942,0.33910033,0.38290456,0.05743044,0.2641875,0.38108125,0.09581418,0.20214325,0.37610438,0.11835235,0.45417717,0.46169758,-0.02234016,0.2973008,0.43790373,0.025239233,0.2174339,0.4264546,0.057226267,0.16022387,0.42061973,0.07042516,0.4311965,0.5401642,-0.037696283,0.36845362,0.558327,0.045732442,0.4268268,0.58489084,0.08082688,0.4710215,0.5898495,0.08466025,0.40699792,0.6160344,-0.046013787,0.39251333,0.6213462,0.037432227,0.43893734,0.6427384,0.07212569,0.47724503,0.6422399,0.08302393,7
0.34610826,0.6114433,1.2598452e-06,0.3643584,0.5214576,0.021666668,0.43966845,0.475128,0.010070378,0.5207426,0.4793655,-0.006350683,0.577345,0.5028602,-0.025939386,0.4694621,0.41812706,-0.04417353,0.604076,0.4076838,-0.061429195,0.67705953,0.39986578,-0.06893775,0.73408794,0.38868764,-0.073588714,0.4971695,0.46314308,-0.07032976,0.64150095,0.44972858,-0.082557775,0.72592115,0.44312552,-0.08732947,0.7873954,0.43439668,-0.09236228,0.51301265,0.52163565,-0.08842674,0.6045206,0.55336046,-0.086491466,0.56950617,0.5694088,-0.0662395,0.53075176,0.5672316,-0.054011688,0.51728165,0.58091617,-0.105896935,0.5710828,0.6099108,-0.09502991,0.54027164,0.62247384,-0.069127336,0.5075679,0.6184063,-0.05037647,7
0.48400414,0.7164565,-5.4771476e-07,0.40855905,0.6638608,-0.058448076,0.37415978,0.56916404,-0.077230826,0.38936746,0.47709137,-0.0922176,0.4352369,0.42374092,-0.09546902,0.35121724,0.5052096,0.015738733,0.35356006,0.4197058,-0.031083958,0.37440825,0.47424772,-0.062637165,0.3818984,0.51800597,-0.070455864,0.41047895,0.4932284,0.03693213,0.41927654,0.40454873,-0.013890785,0.43338102,0.48371574,-0.04549606,0.4269794,0.5181061,-0.050220203,0.46428967,0.48842627,0.04660246,0.4779098,0.41996485,0.00026779773,0.4732602,0.49831384,-0.008733611,0.46249548,0.5562835,0.004265273,0.51679933,0.4886091,0.051381823,0.5160284,0.40560633,0.041360427,0.52089775,0.35374427,0.041144785,0.5203208,0.305875,0.047749203,8
0.4604147,0.74553365,-8.7069714e-07,0.37107462,0.6802852,-0.026578462,0.32147473,0.5765213,-0.041445635,0.3164342,0.47671524,-0.062410858,0.37682003,0.4189673,-0.07490509,0.37407228,0.4880783,0.032071643,0.35527664,0.4102347,-0.011726748,0.34909093,0.47863388,-0.03748307,0.3574512,0.5308187,-0.043784007,0.4193699,0.4815744,0.030255942,0.40621924,0.39610282,-0.031393975,0.39218235,0.48381832,-0.05746605,0.3951855,0.5538466,-0.054097682,0.471003,0.48062834,0.018959207,0.44856286,0.40573266,-0.03643339,0.41752777,0.4907475,-0.04066847,0.40963,0.56364644,-0.020603783,0.5221749,0.4845546,0.005205228,0.5386508,0.39142713,-0.0140922945,0.5447203,0.33015853,-0.016985891,0.55032474,0.27378997,-0.010490663,8
0.47055084,0.7178221,-6.837291e-07,0.36726514,0.6457279,-0.020982813,0.330432,0.55490315,-0.028611308,0.3364936,0.46065363,-0.046357155,0.39673752,0.41002062,-0.05528839,0.39065275,0.4830005,0.08351992,0.36705783,0.41471174,0.035984732,0.3617266,0.4760122,-0.0011199263,0.36637002,0.51544666,-0.0096483985,0.4369756,0.48815775,0.080383256,0.4186373,0.41184166,0.007904463,0.40615183,0.48959425,-0.041481808,0.40533113,0.5435533,-0.04662998,0.48413616,0.4844831,0.06549772,0.46072936,0.415101,0.0055196644,0.4328067,0.49021426,-0.016438792,0.42768446,0.5505802,-0.0014267886,0.52990067,0.48043033,0.049020167,0.53860694,0.39654154,0.044351432,0.53759396,0.34158617,0.046480823,0.54012346,0.2936191,0.059365846,8
0.5121112,0.6797286,4.274696e-08,0.59198695,0.6459744,-0.09641415,0.6298103,0.5516371,-0.12088105,0.60582805,0.4668323,-0.13032034,0.5416791,0.41417903,-0.124911316,0.6681179,0.47422475,0.0021098393,0.6356476,0.41425645,-0.04654756,0.61023587,0.46906227,-0.07828116,0.6059352,0.5031191,-0.07990022,0.6024108,0.47446758,0.04456097,0.5634575,0.40291613,-0.027260195,0.54604805,0.47633523,-0.07292659,0.54672563,0.52720547,-0.07294402,0.5445299,0.47067964,0.072227806,0.5063938,0.42055976,0.0068543153,0.50031835,0.49433228,-0.023106853,0.5119013,0.5455813,-0.009908692,0.49195904,0.45503634,0.09412829,0.49466622,0.37691388,0.08553793,0.49070212,0.34648472,0.08220931,0.5007106,0.3136762,0.09279385,8
0.5292222,0.6856641,-4.903431e-07,0.60657984,0.6535506,-0.034560364,0.6536877,0.553371,-0.037562456,0.6575996,0.4549635,-0.040406317,0.605423,0.41759187,-0.035170797,0.6342691,0.4858361,0.021610862,0.6452348,0.42111892,-0.007075225,0.6323835,0.47119042,-0.022587905,0.62741095,0.50843614,-0.02392317,0.5846069,0.47625786,0.026372347,0.58698064,0.4016446,-0.018161394,0.58800447,0.46604848,-0.03773421,0.59214675,0.5098598,-0.033438582,0.53421736,0.4749635,0.022060206,0.5346192,0.41292804,-0.024502028,0.5547445,0.47955754,-0.035319936,0.5662594,0.5328511,-0.023125216,0.48459852,0.47800422,0.0153063005,0.47939187,0.40612584,-0.0014262883,0.47483373,0.36024094,-0.006340752,0.47163063,0.31639314,-0.0032920018,8
0.48697376,0.6910145,-1.850911e-07,0.39382392,0.63093036,-0.051032458,0.36215872,0.54626095,-0.06910453,0.376044,0.46451578,-0.09024345,0.42626756,0.41965118,-0.100613914,0.36465403,0.47667414,0.059188865,0.35710046,0.42122766,-0.006288356,0.38211423,0.4747345,-0.05883541,0.39403626,0.50253874,-0.07456866,0.42854673,0.48421976,0.070276245,0.42647228,0.41125485,-0.019551063,0.43610063,0.49086806,-0.08387267,0.4301529,0.535221,-0.09571175,0.4825718,0.48155144,0.0671029,0.47896665,0.4273906,-0.009556669,0.46847022,0.5034117,-0.04549954,0.46205372,0.55453044,-0.035334274,0.52923995,0.4690618,0.060875166,0.53308105,0.39008743,0.0521807,0.52990216,0.34494787,0.05128145,0.5295413,0.30380327,0.06328337,8
0.45532572,0.72289085,-6.6293524e-07,0.37896937,0.6839824,-0.025389431,0.32567176,0.56741834,-0.03336106,0.3268687,0.46581167,-0.045446903,0.38446036,0.4182761,-0.050026868,0.35344386,0.48253158,0.021604868,0.344646,0.40940702,-0.018562034,0.35262644,0.45757085,-0.040522356,0.36037934,0.50194556,-0.044387043,0.40758815,0.4758749,0.020982515,0.40604636,0.39601433,-0.033549722,0.40274978,0.46886677,-0.055031676,0.3999563,0.5266807,-0.04984119,0.46309286,0.47890145,0.012001684,0.45940116,0.40778723,-0.038794704,0.43781987,0.485659,-0.04061381,0.42506865,0.5512278,-0.020283792,0.51861376,0.48640648,0.0006939994,0.52497816,0.39628428,-0.019862236,0.52905524,0.33697885,-0.022999363,0.5327669,0.28062165,-0.016486438,8
0.50343275,0.72566766,-3.2082426e-07,0.44308352,0.66779613,-0.104279466,0.41578355,0.56219965,-0.13564618,0.43737963,0.4540245,-0.1494412,0.48027918,0.41018844,-0.14753413,0.32039654,0.49848163,-0.031271126,0.38471013,0.39654025,-0.08115842,0.4242079,0.46261168,-0.10904501,0.42618543,0.5141668,-0.1092228,0.38599765,0.4863655,0.021307258,0.44222704,0.39152092,-0.04361882,0.47516787,0.47362244,-0.07708181,0.4703099,0.53252965,-0.07088865,0.44643152,0.47427216,0.061676044,0.48727956,0.41142607,0.00526098,0.50844115,0.48922896,-0.013996793,0.50041443,0.54720813,0.0038737673,0.49312404,0.4643239,0.09645902,0.49216303,0.38276258,0.09147149,0.49502662,0.3412171,0.093523756,0.48854697,0.30843604,0.10904353,8
0.52088416,0.71330595,-6.16704e-07,0.5982311,0.6837913,-0.036237884,0.64288765,0.5707924,-0.04211333,0.6461533,0.4684483,-0.050792653,0.5914081,0.42390382,-0.04955461,0.63388777,0.48545226,0.024983155,0.64732003,0.41496754,-0.018775051,0.6352995,0.4729367,-0.040140282,0.62830937,0.51530886,-0.04136513,0.58041036,0.47489768,0.024598768,0.5811187,0.3975729,-0.033907417,0.58414567,0.4596106,-0.054318648,0.58876747,0.49174273,-0.046179153,0.52663785,0.47617483,0.012276687,0.5260886,0.41242662,-0.04808475,0.5463336,0.49662322,-0.052123964,0.5558868,0.5571331,-0.029823657,0.47454157,0.48072812,-0.003606639,0.47006387,0.40374237,-0.027077654,0.46854055,0.35396335,-0.028684685,0.46916875,0.30071205,-0.02033991,8
0.5279383,0.68419504,-3.3309834e-07,0.59913415,0.6576287,-0.033140786,0.6497193,0.5557506,-0.038635157,0.6488978,0.46001863,-0.04451613,0.59204364,0.42282844,-0.04336779,0.6319844,0.4869016,0.011286935,0.6457723,0.42486966,-0.017790161,0.6304086,0.46725065,-0.030575335,0.61806816,0.50536203,-0.030242039,0.5798502,0.47393426,0.014137744,0.5878589,0.40782887,-0.029518802,0.58174056,0.47493407,-0.044038117,0.5787624,0.5208996,-0.035921983,0.52875173,0.47193253,0.00854691,0.53446305,0.41146767,-0.036413062,0.54757845,0.48119566,-0.041912224,0.55360144,0.5349621,-0.02620727,0.47731286,0.47680318,0.0004331118,0.47628006,0.4026917,-0.019353932,0.47472987,0.35240299,-0.02550218,0.47377962,0.3017091,-0.022568189,8
